version,type,iTrial,display_height,PairID,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle
2,1,1,0.909465723256699,23,-1,0.5,0.5,0.5,0.5,0.5,0.166666666666667,0,0.5
2,1,2,0.572020650642391,13,-1,0.5,0.5,0.5,0.5,0.5,0.166666666666667,0.333333333333333,0
2,1,3,0.492280184787255,68,1,0.5,0.5,0.5,0.5,0.166666666666667,0.5,0.5,1
2,1,4,0.527370217754275,12,-1,0.5,0.5,0.5,0.5,1,0.666666666666667,0.333333333333333,0.666666666666667
2,1,5,0.878945752177023,87,1,0.5,0.5,0.5,0.5,0.5,0.166666666666667,1,1
2,1,6,0.174334646626542,88,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333
2,1,7,0.755386151504995,76,1,0.5,0.5,0.5,0.5,0.833333333333333,0.833333333333333,0.5,0.833333333333333
2,1,8,0.419897244337895,77,1,0.5,0.5,0.5,0.5,0,0,1,0.666666666666667
2,1,9,0.680347314734055,37,-1,0.5,0.5,0.5,0.5,0.666666666666667,0.333333333333333,0,0.5
2,1,10,0.185812442718343,53,1,0.5,0.5,0.5,0.5,0,0.333333333333333,0.166666666666667,0.666666666666667
2,1,11,0.627305915673171,70,1,0.5,0.5,0.5,0.5,0.5,1,1,0.5
2,1,12,0.556551832018713,91,1,0.5,0.5,0.5,0.5,0.333333333333333,0,1,0.166666666666667
2,1,13,0.223559117962258,84,1,0.5,0.5,0.5,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0.333333333333333
2,1,14,0.53719021276204,36,-1,0.5,0.5,0.5,0.5,0.833333333333333,0.5,0.833333333333333,0.666666666666667
2,1,15,0.972505187603801,90,1,0.5,0.5,0.5,0.5,0.166666666666667,0.5,0,0.5
2,1,16,0.326996103584883,83,1,0.5,0.5,0.5,0.5,0.833333333333333,0.666666666666667,1,0.333333333333333
2,1,17,0.72190165235071,82,1,0.5,0.5,0.5,0.5,0.833333333333333,0.5,1,0.5
2,1,18,0.0639739194005124,92,1,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,0.833333333333333
2,1,19,0.445332201110948,2,-1,0.5,0.5,0.5,0.5,0.333333333333333,0.833333333333333,0.166666666666667,0.666666666666667
2,1,20,0.527609403666082,48,-1,0.5,0.5,0.5,0.5,0,0,0.166666666666667,0.5
2,1,21,0.447583328515594,67,1,0.5,0.5,0.5,0.5,0.333333333333333,0.666666666666667,0.333333333333333,0.166666666666667
2,1,22,0.748423141770597,79,1,0.5,0.5,0.5,0.5,0.833333333333333,0.5,0.166666666666667,1
2,1,23,0.0666810406887274,45,-1,0.5,0.5,0.5,0.5,0.833333333333333,0.5,0.5,0.166666666666667
2,1,24,0.984143753903399,30,-1,0.5,0.5,0.5,0.5,0.333333333333333,1,0.833333333333333,0.5
2,1,25,0.350703668941754,71,1,0.5,0.5,0.5,0.5,0,1,0.666666666666667,0.833333333333333
2,1,26,0.348813280954806,98,1,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333
2,1,27,0.234088377645524,78,1,0.5,0.5,0.5,0.5,0.5,1,1,0.666666666666667
2,1,28,0.326554834494782,94,1,0.5,0.5,0.5,0.5,0.333333333333333,0.666666666666667,0.166666666666667,0.333333333333333
2,1,29,0.143264731299341,34,-1,0.5,0.5,0.5,0.5,0.833333333333333,0.666666666666667,0.833333333333333,1
2,1,30,0.638939988030565,64,1,0.5,0.5,0.5,0.5,0,0,0.666666666666667,0.666666666666667
2,1,31,0.0582995032191275,22,-1,0.5,0.5,0.5,0.5,0.833333333333333,0.666666666666667,0,0
2,1,32,0.589746477060555,47,-1,0.5,0.5,0.5,0.5,0.833333333333333,0.166666666666667,0.5,0
2,1,33,0.665214653158921,87,1,0.5,0.5,0.5,0.5,0.5,0.166666666666667,1,1
2,1,34,0.970611895437873,64,1,0.5,0.5,0.5,0.5,0,0,0.666666666666667,0.666666666666667
2,1,35,0.294634749558328,84,1,0.5,0.5,0.5,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0.333333333333333
2,1,36,0.706787725502162,43,-1,0.5,0.5,0.5,0.5,0.833333333333333,0.833333333333333,0,0.166666666666667
2,1,37,0.0670678552492586,95,1,0.5,0.5,0.5,0.5,0.666666666666667,0.166666666666667,0.5,0.166666666666667
2,1,38,0.708187755941903,52,1,0.5,0.5,0.5,0.5,0.333333333333333,0.833333333333333,0,0.5
2,1,39,0.871727765869335,61,1,0.5,0.5,0.5,0.5,0,0.833333333333333,0,0.166666666666667
2,1,40,0.60404772292331,27,-1,0.5,0.5,0.5,0.5,0.166666666666667,0.333333333333333,0.166666666666667,1
2,1,41,0.505255483716818,20,-1,0.5,0.5,0.5,0.5,0.333333333333333,1,0.166666666666667,1
2,1,42,0.561786328423938,7,-1,0.5,0.5,0.5,0.5,0,0.833333333333333,0.833333333333333,0.833333333333333
2,1,43,0.103771468718118,15,-1,0.5,0.5,0.5,0.5,1,0.166666666666667,0.5,0
2,1,44,0.662884917663572,6,-1,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0,0.833333333333333
2,1,45,0.231880317787477,32,-1,0.5,0.5,0.5,0.5,0.833333333333333,0,0.666666666666667,1
2,1,46,0.686371819777686,29,-1,0.5,0.5,0.5,0.5,0.166666666666667,0.5,0.666666666666667,0.833333333333333
2,1,47,0.978595668349636,11,-1,0.5,0.5,0.5,0.5,0.333333333333333,0.166666666666667,0.833333333333333,0.666666666666667
2,1,48,0.221359171287782,69,1,0.5,0.5,0.5,0.5,0.666666666666667,0.5,0.833333333333333,0.5
2,1,49,0.67622744353657,29,-1,0.5,0.5,0.5,0.5,0.166666666666667,0.5,0.666666666666667,0.833333333333333
2,1,50,0.807107959945004,55,1,0.5,0.5,0.5,0.5,0.833333333333333,0.666666666666667,1,0.833333333333333
2,1,51,0.130941450306862,62,1,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,0.333333333333333
2,1,52,0.322845820797961,60,1,0.5,0.5,0.5,0.5,0.166666666666667,0.833333333333333,0.833333333333333,0.666666666666667
2,1,53,0.379900416261927,8,-1,0.5,0.5,0.5,0.5,1,0.833333333333333,0.333333333333333,0.333333333333333
2,1,54,0.271612289956455,30,-1,0.5,0.5,0.5,0.5,0.333333333333333,1,0.833333333333333,0.5
2,1,55,0.486118079348928,57,1,0.5,0.5,0.5,0.5,1,0.333333333333333,0.666666666666667,0
2,1,56,0.756352982305405,18,-1,0.5,0.5,0.5,0.5,0.666666666666667,0,0.333333333333333,0
2,1,57,0.249560365202946,73,1,0.5,0.5,0.5,0.5,0.666666666666667,1,0.833333333333333,1
2,1,58,0.294983506016582,75,1,0.5,0.5,0.5,0.5,0.5,0.666666666666667,0,0.833333333333333
2,1,59,0.0216933036997247,85,1,0.5,0.5,0.5,0.5,0,0.333333333333333,0.166666666666667,0.666666666666667
2,1,60,0.86863076247141,11,-1,0.5,0.5,0.5,0.5,0.333333333333333,0.166666666666667,0.833333333333333,0.666666666666667
2,1,61,0.202128814904084,96,1,0.5,0.5,0.5,0.5,0.166666666666667,1,0.833333333333333,1
2,1,62,0.391474397249348,18,-1,0.5,0.5,0.5,0.5,0.666666666666667,0,0.333333333333333,0
2,1,63,0.24533425428581,80,1,0.5,0.5,0.5,0.5,0.666666666666667,0,0.5,0.166666666666667
2,1,64,0.531650860270485,92,1,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,0.833333333333333
2,1,65,0.671015200398516,62,1,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,0.333333333333333
2,1,66,0.171223682568558,19,-1,0.5,0.5,0.5,0.5,1,0,0.666666666666667,0.166666666666667
2,1,67,0.97662610169005,58,1,0.5,0.5,0.5,0.5,1,0.166666666666667,0,0
2,1,68,0.907630421375102,73,1,0.5,0.5,0.5,0.5,0.666666666666667,1,0.833333333333333,1
2,1,69,0.543987052390929,63,1,0.5,0.5,0.5,0.5,0,0.333333333333333,0.833333333333333,0
2,1,70,0.0909087616086622,89,1,0.5,0.5,0.5,0.5,0.5,0,0,0.333333333333333
2,1,71,0.743466303922202,31,-1,0.5,0.5,0.5,0.5,0.833333333333333,0.5,0.166666666666667,1
2,1,72,0.819571612156051,4,-1,0.5,0.5,0.5,0.5,0.666666666666667,1,0.666666666666667,0.833333333333333
2,1,73,0.0928689095646511,24,-1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.666666666666667
2,1,74,0.45411326478152,55,1,0.5,0.5,0.5,0.5,0.833333333333333,0.666666666666667,1,0.833333333333333
2,1,75,0.0968808649888147,7,-1,0.5,0.5,0.5,0.5,0,0.833333333333333,0.833333333333333,0.833333333333333
2,1,76,0.290828862934669,14,-1,0.5,0.5,0.5,0.5,1,0.666666666666667,1,0.166666666666667
2,1,77,0.0372813869458498,45,-1,0.5,0.5,0.5,0.5,0.833333333333333,0.5,0.5,0.166666666666667
2,1,78,0.672204508911678,60,1,0.5,0.5,0.5,0.5,0.166666666666667,0.833333333333333,0.833333333333333,0.666666666666667
2,1,79,0.428011144748668,5,-1,0.5,0.5,0.5,0.5,1,1,0,0
2,1,80,0.0192752554010575,53,1,0.5,0.5,0.5,0.5,0,0.333333333333333,0.166666666666667,0.666666666666667
2,1,81,0.172627126218189,79,1,0.5,0.5,0.5,0.5,0.833333333333333,0.5,0.166666666666667,1
2,1,82,0.869833811987344,54,1,0.5,0.5,0.5,0.5,0.166666666666667,0.166666666666667,0.666666666666667,0.833333333333333
2,1,83,0.400635534202632,23,-1,0.5,0.5,0.5,0.5,0.5,0.166666666666667,0,0.5
2,1,84,0.0668034421275894,86,1,0.5,0.5,0.5,0.5,0.666666666666667,0,0.333333333333333,0.5
2,1,85,0.553521283583198,15,-1,0.5,0.5,0.5,0.5,1,0.166666666666667,0.5,0
2,1,86,0.142679789842355,17,-1,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.166666666666667,0.333333333333333
2,1,87,0.451142207662456,35,-1,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0.166666666666667,0.333333333333333
2,1,88,0.0648399595138136,4,-1,0.5,0.5,0.5,0.5,0.666666666666667,1,0.666666666666667,0.833333333333333
2,1,89,0.100961969345274,65,1,0.5,0.5,0.5,0.5,0,1,0.833333333333333,1
2,1,90,0.342973086830473,3,-1,0.5,0.5,0.5,0.5,0.166666666666667,0.333333333333333,0.5,0.333333333333333
2,1,91,0.915528207698072,72,1,0.5,0.5,0.5,0.5,0,0.333333333333333,0.166666666666667,0.166666666666667
2,1,92,0.0158641983679332,48,-1,0.5,0.5,0.5,0.5,0,0,0.166666666666667,0.5
2,1,93,0.45663435449011,24,-1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.666666666666667
2,1,94,0.988965637562957,14,-1,0.5,0.5,0.5,0.5,1,0.666666666666667,1,0.166666666666667
2,1,95,0.875542931328747,8,-1,0.5,0.5,0.5,0.5,1,0.833333333333333,0.333333333333333,0.333333333333333
2,1,96,0.786090049852303,41,-1,0.5,0.5,0.5,0.5,0.166666666666667,0.666666666666667,1,0
2,1,97,0.214151011324773,71,1,0.5,0.5,0.5,0.5,0,1,0.666666666666667,0.833333333333333
2,1,98,0.352177164975992,25,-1,0.5,0.5,0.5,0.5,1,0,0.833333333333333,0.666666666666667
2,1,99,0.632936407880444,54,1,0.5,0.5,0.5,0.5,0.166666666666667,0.166666666666667,0.666666666666667,0.833333333333333
2,1,100,0.127441686259593,96,1,0.5,0.5,0.5,0.5,0.166666666666667,1,0.833333333333333,1
2,1,101,0.777373588481237,31,-1,0.5,0.5,0.5,0.5,0.833333333333333,0.5,0.166666666666667,1
2,1,102,0.147962356467736,78,1,0.5,0.5,0.5,0.5,0.5,1,1,0.666666666666667
2,1,103,0.80750493379921,83,1,0.5,0.5,0.5,0.5,0.833333333333333,0.666666666666667,1,0.333333333333333
2,1,104,0.355344986311162,40,-1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333
2,1,105,0.773090704019146,12,-1,0.5,0.5,0.5,0.5,1,0.666666666666667,0.333333333333333,0.666666666666667
2,1,106,0.508866352904894,50,1,0.5,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0.5
2,1,107,0.911878837884372,46,-1,0.5,0.5,0.5,0.5,1,0.166666666666667,1,0.166666666666667
