iTrial,x,y,node,timestamp
1,597.00016173723,210.63358617733425,down,1729300772267
1,594.9809528380952,214.31658617733524,head_neck,1729300772524
1,593.7979470339778,214.9985861773389,head_neck,1729300772560
1,592.6142247418454,215.68158617733872,head_neck,1729300772579
1,591.8656402265804,216.1145861773364,head_neck,1729300772595
1,590.6839467030512,216.79758617733592,head_neck,1729300772643
1,589.5002953040079,217.47958617733548,head_neck,1729300772660
1,588.751700401928,217.91258617733274,head_neck,1729300772677
1,588.3205808915166,218.16158617733848,head_neck,1729300772694
1,587.8897148046879,218.41058617733395,head_neck,1729300772754
1,587.1405621489257,218.8425861773334,head_neck,1729300772761
1,586.709203064106,219.09158617733246,head_neck,1729300772777
1,585.5263642238283,219.77458617733896,head_neck,1729300772794
1,584.7775254175806,220.20658617733713,head_neck,1729300772810
1,584.346152514064,220.4555861773377,head_neck,1729300772882
1,583.5970307427875,220.88858617733757,head_neck,1729300772968
1,582.8479988504375,221.32058617733406,head_neck,1729300773088
1,582.4172761105483,221.5695861773397,head_neck,1729300773142
1,581.6677453339214,222.00258617733252,head_neck,1729300774070
1,580.4853299465885,222.68458617733214,head_neck,1729300774085
1,579.3022266047193,223.3675861773358,head_neck,1729300774181
1,578.8714992968617,223.61658617734133,head_neck,1729300774196
1,582.0006238316638,223.63358617734147,up,1729300775714
1,675.0008872848634,279.6335861773402,down,1729300777201
1,681.0003680419302,283.6335861773338,down,1729300780200
1,683.2569254302243,283.88258617733266,head_end,1729300780294
1,684.4402332665377,284.56658617733285,head_end,1729300780318
1,685.6235078082574,285.24958617733597,head_end,1729300780335
1,686.3741587521674,285.68358617733605,head_end,1729300780352
1,687.1252187905907,286.1165861773398,head_end,1729300780382
1,687.560930035583,286.36858617733964,head_end,1729300780397
1,686.0001036731983,287.63358617733616,up,1729300781258
1,182.0006585641925,210.63358617733516,down,1729300783338
1,185.02035970801444,214.3165861773367,tail_end,1729300783558
1,185.77071667094472,214.74858617733676,tail_end,1729300783573
1,187.70218227443416,215.86458617734056,tail_end,1729300783588
1,189.6351416825937,216.9805861773372,tail_end,1729300783605
1,191.568269512908,218.0965861773335,tail_end,1729300783621
1,192.75152045075436,218.7795861773382,tail_end,1729300783638
1,193.93477611620384,219.46258617733207,tail_end,1729300783655
1,194.68370458500144,219.89458617733436,tail_end,1729300783672
1,195.11477658757332,220.14358617733612,tail_end,1729300783691
1,195.8631716380252,220.5765861773345,tail_end,1729300783708
1,196.6127525539834,221.00858617733783,tail_end,1729300783721
1,197.0436288594104,221.25758617733817,tail_end,1729300783738
1,197.79220290959552,221.69058617734007,tail_end,1729300783755
1,198.97520156458802,222.37258617734147,tail_end,1729300783922
1,199.40668383139337,222.62158617734033,tail_end,1729300783938
1,200.15565341613225,223.05458617733302,tail_end,1729300783955
1,201.33879108377306,223.73758617733915,tail_end,1729300784032
1,202.52054488631492,224.41958617734045,tail_end,1729300785530
1,200.00037316260153,221.63358617733425,up,1729300786747
1,461.0008338521817,321.6335861773339,down,1729300788668
1,466.23715872479625,326.0075861773385,leg_end_0,1729300788889
1,467.1214029918685,328.4355861773414,leg_end_0,1729300788927
1,467.7663196421868,330.207586177333,leg_end_0,1729300788943
1,468.20625090365337,331.41658617733566,leg_end_0,1729300788960
1,468.6467893472206,332.624586177334,leg_end_0,1729300788977
1,468.9689387464202,333.5095861773411,leg_end_0,1729300788993
1,469.4072273352372,334.7175861773373,leg_end_0,1729300789010
1,470.0528764412506,336.4885861773363,leg_end_0,1729300789027
1,470.37471904834666,337.3725861773357,leg_end_0,1729300789044
1,470.69624688935573,338.25658617734183,leg_end_0,1729300789060
1,471.456617336044,340.344586177337,leg_end_0,1729300789077
1,471.77713375211886,341.22958617733536,leg_end_0,1729300789093
1,472.09997209273024,342.11358617733373,leg_end_0,1729300789110
1,472.53970755138545,343.3205861773325,leg_end_0,1729300789133
1,472.8615668394636,344.2055861773419,leg_end_0,1729300789147
1,473.1824303120266,345.0895861773342,leg_end_0,1729300789163
1,473.5041133616766,345.97358617733914,leg_end_0,1729300789179
1,473.82666335337245,346.85758617734064,leg_end_0,1729300789196
1,474.26512619288303,348.06458617733875,leg_end_0,1729300789210
1,474.5871385727257,348.9485861773341,leg_end_0,1729300789227
1,475.3478662779953,351.036586177335,leg_end_0,1729300789244
1,475.99101878941633,352.80658617733775,leg_end_0,1729300789260
1,476.4308761139692,354.0135861773325,leg_end_0,1729300789277
1,476.7524727734375,354.897586177339,leg_end_0,1729300789294
1,477.07463898981723,355.78058617733797,leg_end_0,1729300789310
1,477.5136454569477,356.9875861773388,leg_end_0,1729300789327
1,477.8350273471634,357.8715861773341,leg_end_0,1729300789344
1,478.15704497462076,358.75558617733736,leg_end_0,1729300789361
1,479.2386859781463,361.7265861773406,leg_end_0,1729300789377
1,479.9982101773618,363.813586177335,leg_end_0,1729300789394
1,480.64174027340425,365.58258617733367,leg_end_0,1729300789410
1,480.96385615560314,366.4665861773408,leg_end_0,1729300789433
1,481.0826446242001,366.79358617733595,leg_end_0,1729300789444
1,481.72613358037324,368.5625861773358,leg_end_0,1729300789460
1,482.16518110285534,369.76858617733853,leg_end_0,1729300789477
1,482.48794922291376,370.65258617734077,leg_end_0,1729300789497
1,482.8086729737773,371.5365861773351,leg_end_0,1729300789511
1,483.13061287021367,372.4195861773382,leg_end_0,1729300789527
1,483.45258409389714,373.3035861773411,leg_end_0,1729300789544
1,483.7738960155688,374.18758617733954,leg_end_0,1729300789567
1,484.0952476375416,375.0715861773377,leg_end_0,1729300789591
1,484.73984413511164,376.8395861773385,leg_end_0,1729300789628
1,485.06070010288545,377.7235861773356,leg_end_0,1729300789644
1,485.8204921026934,379.81158617734013,leg_end_0,1729300789661
1,486.5800652205071,381.89858617734,leg_end_0,1729300789678
1,487.01936219927643,383.1055861773332,leg_end_0,1729300789695
1,487.98502513138754,385.75958617733505,leg_end_0,1729300789711
1,488.3072971201595,386.6425861773413,leg_end_0,1729300789733
1,488.62884705062874,387.52658617733874,leg_end_0,1729300789744
1,489.0677568091221,388.73258617733563,leg_end_0,1729300789761
1,489.38912919580724,389.61658617733883,leg_end_0,1729300789778
1,489.82864715409505,390.82258617733686,leg_end_0,1729300789806
1,490.1498329331682,391.70558617733815,leg_end_0,1729300789845
1,490.4714203702992,392.58958617734004,leg_end_0,1729300789861
1,490.9100834294443,393.79558617733545,leg_end_0,1729300789894
1,491.67034795646805,395.8825861773408,leg_end_0,1729300789911
1,491.99112366790564,396.76658617734165,leg_end_0,1729300791907
1,492.31361437418127,397.6505861773409,leg_end_0,1729300792016
1,493.07383579520337,399.7375861773339,leg_end_0,1729300792063
1,493.1910488861336,400.0625861773325,leg_end_0,1729300794630
1,493.3091496198938,400.3875861773395,leg_end_0,1729300794637
1,493.6317223091492,401.2715861773413,leg_end_0,1729300794661
1,494.07015517804166,402.47758617733524,leg_end_0,1729300794748
1,494.3924031100928,403.3605861773365,leg_end_0,1729300794883
1,494.7139952266913,404.24458617734035,leg_end_0,1729300794922
1,495.1524271882662,405.45058617733196,leg_end_0,1729300794994
1,495.79584682605014,407.2185861773332,leg_end_0,1729300795042
1,496.1173788516069,408.1015861773375,leg_end_0,1729300795083
1,496.5569549049109,409.30758617733915,leg_end_0,1729300795100
1,496.6746005368965,409.6325861773365,leg_end_0,1729300795128
1,496.9960922054423,410.51558617733565,leg_end_0,1729300795167
1,497.3174422736761,411.3995861773394,leg_end_0,1729300797322
1,496.9966965262505,410.51658617733824,leg_end_0,1729300797386
1,496.5587591171,409.313586177332,leg_end_0,1729300797488
1,490.00005241525,405.63358617733945,up,1729300798460
2,536.0000978547429,158.36072600304686,down,1729300813752
2,540.1890493784442,161.17672600304365,head_neck,1729300814045
2,541.6939953251537,160.30872600304897,head_neck,1729300814059
2,542.8769639818531,159.62472600304582,head_neck,1729300814075
2,543.3131801538626,159.37372600304892,head_neck,1729300814085
2,544.4967808636377,158.68972600304303,head_neck,1729300814102
2,545.2474666399783,158.25672600304483,head_neck,1729300814119
2,545.9988789271804,157.8227260030449,head_neck,1729300814136
2,546.4348522441225,157.57072600304627,head_neck,1729300814210
2,547.6181292852401,156.88772600305106,head_neck,1729300814233
2,548.3692537841799,156.45372600304293,head_neck,1729300815082
2,549.5535453588377,155.77072600304504,head_neck,1729300815090
2,550.3049675751688,155.3367260030514,head_neck,1729300815106
2,551.4872687115164,154.65372600304735,head_neck,1729300815120
2,552.6717121718762,153.97072600304324,head_neck,1729300815137
2,553.8542813968104,153.28772600305078,head_neck,1729300815153
2,554.6054478297618,152.8537260030512,head_neck,1729300815170
2,555.0416523278354,152.60172600304887,head_neck,1729300815220
2,556.5451443868848,151.7337260030524,head_neck,1729300815236
2,558.1663716944649,150.79772600304327,head_neck,1729300815253
2,558.9178715214953,150.3637260030463,head_neck,1729300815270
2,560.1000347798035,149.68072600305078,head_neck,1729300816001
2,560.8518627660644,149.24772600304254,head_neck,1729300816007
2,561.2876160411903,148.99572600304538,head_neck,1729300816020
2,562.0389147937626,148.56272600304413,head_neck,1729300816037
2,563.2211667773684,147.87872600304726,head_neck,1729300816113
2,563.6577667061113,147.6277260030513,head_neck,1729300816166
2,564.8401604485699,146.94472600304917,head_neck,1729300817543
2,565.5913029478324,146.51072600304295,head_neck,1729300817556
2,566.7753118921148,145.82772600304418,head_neck,1729300817572
2,567.5265936220443,145.393726003046,head_neck,1729300817589
2,568.2769501215444,144.96072600305232,head_neck,1729300817605
2,569.4602030888723,144.2777260030464,head_neck,1729300817672
2,569.8950119344723,144.02572600304347,head_neck,1729300817722
2,565.0006353887063,138.36072600304254,up,1729300818508
2,510.0007660539458,359.36072600304254,down,1729300822814
2,510.2571180359573,362.1777260030491,leg_end_0,1729300823051
2,509.8196804116814,360.97472600304405,leg_end_0,1729300823061
2,507.65770296776986,355.0337260030483,leg_end_0,1729300823078
2,504.7353260417289,347.0057260030471,leg_end_0,1729300823095
2,500.5298117502744,335.4507260030428,leg_end_0,1729300823111
2,497.8148628566358,327.99072600304964,leg_end_0,1729300823127
2,493.2590922483346,315.4767260030492,leg_end_0,1729300823144
2,488.38123968491135,302.07572600305036,leg_end_0,1729300823161
2,484.497636288186,291.40272600304684,leg_end_0,1729300823178
2,479.4131372264305,277.4337260030477,leg_end_0,1729300823194
2,474.97218469020294,265.23372600304754,leg_end_0,1729300823211
2,473.77675547160936,261.9477260030476,leg_end_0,1729300823228
2,471.9352246984264,256.8897260030488,leg_end_0,1729300823244
2,469.22506263998065,249.44472600304647,leg_end_0,1729300823261
