x,y,node,timestamp
,,flip,1729404635464
,,flip,1729404636130
369.0,302.0,down,1729404637377
366.874,299.568,head_end,1729404637532
367.623,299.135,head_end,1729404637539
369.862,297.842,head_end,1729404637551
373.289,295.864,head_end,1729404637567
385.927,288.567,head_end,1729404637584
414.294,272.19,head_end,1729404637601
422.417,267.5,head_end,1729404637617
407.79,275.945,head_end,1729404637634
422.417,267.5,head_end,1729404637651
422.417,267.5,head_end,1729404637667
422.417,267.5,head_end,1729404637905
422.417,267.5,head_end,1729404637918
422.417,267.5,head_end,1729404637934
422.417,267.5,head_end,1729404637952
411.011,274.085,head_end,1729404637968
422.417,267.5,head_end,1729404637985
411.459,273.826,head_end,1729404638001
422.417,267.5,head_end,1729404638018
422.417,267.5,head_end,1729404638035
421.974,267.756,head_end,1729404638159
421.221,268.191,head_end,1729404638168
418.533,269.742,head_end,1729404638185
413.941,272.394,head_end,1729404638201
407.8,275.939,head_end,1729404638218
388.105,287.31,head_end,1729404638235
316.572,328.609,head_end,1729404638252
309.833,332.5,head_end,1729404638268
309.833,332.5,head_end,1729404638285
309.833,332.5,head_end,1729404638302
309.833,332.5,head_end,1729404638318
309.833,332.5,head_end,1729404638335
309.833,332.5,head_end,1729404638352
309.833,332.5,head_end,1729404638368
309.833,332.5,head_end,1729404638385
309.833,332.5,head_end,1729404638402
309.833,332.5,head_end,1729404638418
309.833,332.5,head_end,1729404638435
309.833,332.5,head_end,1729404638458
309.833,332.5,head_end,1729404638571
309.833,332.5,head_end,1729404638585
309.833,332.5,head_end,1729404638602
309.833,332.5,head_end,1729404638618
309.833,332.5,head_end,1729404638635
309.833,332.5,head_end,1729404638652
309.833,332.5,head_end,1729404638669
309.833,332.5,head_end,1729404638685
309.833,332.5,head_end,1729404638702
309.833,332.5,head_end,1729404638718
309.833,332.5,head_end,1729404638735
309.833,332.5,head_end,1729404638752
309.833,332.5,head_end,1729404638768
-29.0,312.0,up,1729404639100
755.0,264.0,down,1729404640679
745.0,245.0,down,1729404642357
768.0,251.0,down,1729404643483
752.0,255.0,down,1729404644457
748.689,251.682,tail_end,1729404644556
746.756,252.798,tail_end,1729404644564
744.516,254.091,tail_end,1729404644575
740.061,256.663,tail_end,1729404644591
729.577,262.716,tail_end,1729404644608
717.699,269.574,tail_end,1729404644625
707.102,275.692,tail_end,1729404644641
705.611,276.553,tail_end,1729404644658
704.43,277.235,tail_end,1729404644675
703.248,277.918,tail_end,1729404644725
702.5,278.349,tail_end,1729404644811
701.753,278.781,tail_end,1729404644825
699.074,280.327,tail_end,1729404644842
696.396,281.873,tail_end,1729404644858
693.146,283.75,tail_end,1729404644875
693.146,283.75,tail_end,1729404644891
693.146,283.75,tail_end,1729404644908
693.146,283.75,tail_end,1729404644925
693.146,283.75,tail_end,1729404644942
693.146,283.75,tail_end,1729404644958
693.146,283.75,tail_end,1729404644975
693.146,283.75,tail_end,1729404644992
693.146,283.75,tail_end,1729404645008
693.146,283.75,tail_end,1729404645025
693.146,283.75,tail_end,1729404645041
693.146,283.75,tail_end,1729404645058
693.899,283.315,tail_end,1729404645594
696.272,281.945,tail_end,1729404645609
700.483,279.514,tail_end,1729404645626
705.864,276.407,tail_end,1729404645642
716.247,270.412,tail_end,1729404645659
726.225,264.652,tail_end,1729404645675
735.023,259.572,tail_end,1729404645692
739.979,256.711,tail_end,1729404645709
743.418,254.725,tail_end,1729404645726
744.602,254.042,tail_end,1729404645745
746.106,253.173,tail_end,1729404645761
748.039,252.057,tail_end,1729404645776
752.234,249.635,tail_end,1729404645792
759.12,245.66,tail_end,1729404645809
766.713,241.276,tail_end,1729404645826
775.877,235.985,tail_end,1729404645843
787.387,229.34,tail_end,1729404645859
799.24,222.496,tail_end,1729404645876
805.729,218.75,tail_end,1729404645892
805.729,218.75,tail_end,1729404645909
805.729,218.75,tail_end,1729404645926
805.729,218.75,tail_end,1729404645942
805.729,218.75,tail_end,1729404645959
805.729,218.75,tail_end,1729404645976
805.729,218.75,tail_end,1729404645992
805.729,218.75,tail_end,1729404646009
805.729,218.75,tail_end,1729404646026
805.729,218.75,tail_end,1729404646042
805.729,218.75,tail_end,1729404646059
805.729,218.75,tail_end,1729404646076
805.729,218.75,tail_end,1729404646092
805.729,218.75,tail_end,1729404646109
805.729,218.75,tail_end,1729404646126
805.729,218.75,tail_end,1729404646143
805.729,218.75,tail_end,1729404646159
805.729,218.75,tail_end,1729404646176
805.729,218.75,tail_end,1729404646193
805.729,218.75,tail_end,1729404646212
1018.0,183.0,up,1729404646591
705.0,395.0,down,1729404647973
689.0,386.0,down,1729404649589
697.0,385.0,down,1729404651059
698.026,390.738,leg_end_3,1729404651228
697.705,389.855,leg_end_3,1729404651235
697.063,388.091,leg_end_3,1729404651251
696.421,386.328,leg_end_3,1729404651265
695.581,384.02,leg_end_3,1729404651281
694.619,381.377,leg_end_3,1729404651298
693.337,377.856,leg_end_3,1729404651315
691.1,371.71,leg_end_3,1729404651331
688.548,364.697,leg_end_3,1729404651348
685.682,356.823,leg_end_3,1729404651365
683.135,349.825,leg_end_3,1729404651382
681.856,346.311,leg_end_3,1729404651398
679.944,341.058,leg_end_3,1729404651415
678.666,337.548,leg_end_3,1729404651432
676.311,331.076,leg_end_3,1729404651448
676.116,330.54,leg_end_3,1729404651464
676.116,330.54,leg_end_3,1729404651481
676.116,330.54,leg_end_3,1729404651498
676.116,330.54,leg_end_3,1729404651515
676.116,330.54,leg_end_3,1729404651532
676.116,330.54,leg_end_3,1729404651548
676.116,330.54,leg_end_3,1729404651565
