iSub,ruleID,iSession,iBlock,iTrial,stiID,feature1,feature2,feature3,feature4,feature5,category,choice,presskey,rating,feedback,choRT,rateRT,recDU,text,fidelity,Intercept,X1,X2,X3,X4,X5,X1*X2,X1*X3,X1*X4,X1*X5,X2*X3,X2*X4,X2*X5,X3*X4,X3*X5,X4*X5,X1*X2*X3,X1*X2*X4,X1*X2*X5,X1*X3*X4,X1*X3*X5,X1*X4*X5,X2*X3*X4,X2*X3*X5,X2*X4*X5,X3*X4*X5,X1*X2*X3*X4,X1*X2*X3*X5,X1*X2*X4*X5,X1*X3*X4*X5,X2*X3*X4*X5,X1*X2*X3*X4*X5,rule_result
501,1,1,2,88,3,-1,-1,-1,1,-1,2,2,2,6,1,0.641,0.683,0.333,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,89,31,1,1,1,1,-1,1,1,1,6,1,0.924,1.059,2.312,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,90,20,1,-1,-1,1,1,2,2,2,6,1,0.829,0.611,2.507,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,91,11,-1,1,-1,1,-1,1,1,1,6,1,1.075,0.388,2.627,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,92,28,1,1,-1,1,1,1,1,1,6,1,0.955,0.433,1.093,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,93,8,-1,-1,1,1,1,2,2,2,6,1,0.791,0.348,1.968,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,94,31,1,1,1,1,-1,1,1,1,6,1,1.008,0.549,1.869,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,95,29,1,1,1,-1,-1,2,2,2,6,1,0.66,0.418,1.312,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,96,11,-1,1,-1,1,-1,1,1,1,6,1,1.038,0.518,1.473,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,97,17,1,-1,-1,-1,-1,1,1,1,6,1,1.152,0.215,2.476,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,98,21,1,-1,1,-1,-1,1,1,1,6,1,1.002,0.964,3.068,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,99,31,1,1,1,1,-1,1,1,1,6,1,0.859,0.914,2.73,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,100,18,1,-1,-1,-1,1,1,1,1,6,1,0.762,1.169,2.765,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,101,23,1,-1,1,1,-1,2,2,2,6,1,0.711,0.595,2.769,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,102,19,1,-1,-1,1,-1,2,2,2,6,1,0.815,0.662,3.052,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,103,13,-1,1,1,-1,-1,2,2,2,6,1,0.67,0.68,2.601,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,104,29,1,1,1,-1,-1,2,2,2,6,1,0.652,0.265,2.723,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,105,5,-1,-1,1,-1,-1,1,1,1,6,1,1.191,0.846,2.228,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,106,32,1,1,1,1,1,1,1,1,6,1,1.149,1.107,2.636,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,107,19,1,-1,-1,1,-1,2,2,2,6,1,0.962,0.569,2.97,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,108,22,1,-1,1,-1,1,1,1,1,6,1,1.061,0.779,3.147,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,109,8,-1,-1,1,1,1,2,2,2,6,1,0.642,0.33,2.353,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,110,23,1,-1,1,1,-1,2,2,2,6,1,0.821,0.384,2.494,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,111,19,1,-1,-1,1,-1,2,2,2,6,1,0.625,0.306,2.35,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,112,26,1,1,-1,-1,1,2,2,2,6,1,0.604,0.523,2.484,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,113,13,-1,1,1,-1,-1,2,2,2,6,1,0.714,0.358,1.792,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,114,2,-1,-1,-1,-1,1,1,1,1,6,1,1.068,0.751,0.353,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,115,4,-1,-1,-1,1,1,2,2,2,6,1,0.692,0.283,1.931,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,116,17,1,-1,-1,-1,-1,1,1,1,6,1,1.097,0.641,1.481,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,117,29,1,1,1,-1,-1,2,2,2,6,1,0.63,0.309,2.013,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,118,2,-1,-1,-1,-1,1,1,1,1,6,1,1.132,0.482,1.861,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,119,10,-1,1,-1,-1,1,2,2,2,6,1,0.769,0.528,2.394,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,120,17,1,-1,-1,-1,-1,1,1,1,6,1,1.533,0.964,2.498,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,121,17,1,-1,-1,-1,-1,1,1,1,6,1,1.01,0.474,2.939,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,122,17,1,-1,-1,-1,-1,1,1,1,6,1,1.185,0.656,2.515,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,123,16,-1,1,1,1,1,1,1,1,6,1,1.068,0.714,2.425,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,124,27,1,1,-1,1,-1,1,1,1,6,1,1.322,0.534,2.572,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,125,21,1,-1,1,-1,-1,1,1,1,6,1,1.14,0.285,2.547,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,126,22,1,-1,1,-1,1,1,1,1,6,1,1.214,0.384,2.274,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,1,1,2,127,29,1,1,1,-1,-1,2,2,2,6,1,0.68,0.665,2.632,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
501,1,1,2,128,17,1,-1,-1,-1,-1,1,1,1,6,1,1.237,0.435,2.49,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,1,4,-1,-1,-1,1,1,2,1,1,1,0,5.605,1.371,8.128,黑色格子为奇数，白色格子为偶数。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
503,1,1,1,2,2,-1,-1,-1,-1,1,1,1,1,1,1,5.651,1.147,7.839,黑色格子为偶数，白色格子为奇数。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
503,1,1,1,3,17,1,-1,-1,-1,-1,1,1,1,2,1,4.467,2.295,6.86,黑色格子为偶数，白色格子为奇数。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
503,1,1,1,4,23,1,-1,1,1,-1,2,1,1,3,0,4.991,1.207,6.625,黑色格子为偶数，白色格子为奇数。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
503,1,1,1,5,1,-1,-1,-1,-1,-1,1,1,1,1,1,4.075,0.967,5.862,黑色格子多于白色格子。,1,0,-0.375,-0.375,-0.375,-0.375,-0.375,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,-0.375,1
503,1,1,1,6,1,-1,-1,-1,-1,-1,1,1,1,6,1,4.055,1.782,4.539,黑色格子多于白色格子。,1,0,-0.375,-0.375,-0.375,-0.375,-0.375,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,-0.375,1
503,1,1,1,7,14,-1,1,1,-1,1,2,2,2,2,1,1.918,1.244,5.237,白色格子多于黑色格子。,1,0,-0.375,-0.375,-0.375,-0.375,-0.375,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,-0.375,-1
503,1,1,1,8,29,1,1,1,-1,-1,2,2,2,3,1,1.887,1.987,4.725,白色格子多于黑色格子。,1,0,-0.375,-0.375,-0.375,-0.375,-0.375,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,-0.375,-1
503,1,1,1,9,4,-1,-1,-1,1,1,2,1,1,4,0,1.412,1.538,4.073,黑色格子多于白色格子。,1,0,-0.375,-0.375,-0.375,-0.375,-0.375,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,-0.375,1
503,1,1,1,10,15,-1,1,1,1,-1,1,2,2,1,0,11.071,1.048,6.525,第3个格子为白色。,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,11,8,-1,-1,1,1,1,2,1,1,1,0,8.189,0.879,5.322,第1个格子为黑色。,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,12,10,-1,1,-1,-1,1,2,1,1,1,0,7.812,1.292,5.036,第2个格子为白色。,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,13,32,1,1,1,1,1,1,2,2,5,0,8.717,2.03,5.889,五个格子均为白色。,1,0.9375,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-1
503,1,1,1,14,32,1,1,1,1,1,1,1,1,6,1,2.258,4.131,5.956,五个格子的颜色相同。,1,-0.875,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0,1
503,1,1,1,15,20,1,-1,-1,1,1,2,1,1,1,0,114.702,1.28,5.548,第2和第3个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,16,14,-1,1,1,-1,1,2,2,2,1,1,38.652,1.195,7.431,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,17,9,-1,1,-1,-1,-1,2,2,2,2,1,2.318,0.708,7.498,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,18,10,-1,1,-1,-1,1,2,2,2,3,1,4.526,1.389,4.898,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,19,32,1,1,1,1,1,1,1,1,6,1,2.449,1.559,3.959,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,20,16,-1,1,1,1,1,1,1,1,4,1,1.713,1.483,3.732,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,21,12,-1,1,-1,1,1,1,1,1,3,1,6.373,1.367,4.298,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,22,9,-1,1,-1,-1,-1,2,2,2,3,1,2.086,1.367,4.41,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,23,29,1,1,1,-1,-1,2,2,2,4,1,1.306,1.137,3.81,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,24,31,1,1,1,1,-1,1,1,1,4,1,1.649,1.54,4.09,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,25,10,-1,1,-1,-1,1,2,2,2,5,1,1.347,2.081,3.903,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,26,7,-1,-1,1,1,-1,2,2,2,5,1,1.193,1.24,4.075,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,27,22,1,-1,1,-1,1,1,1,1,5,1,1.446,1.859,3.962,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,28,15,-1,1,1,1,-1,1,1,1,5,1,1.349,1.517,3.93,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,29,21,1,-1,1,-1,-1,1,1,1,5,1,1.463,1.342,4.109,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,30,30,1,1,1,-1,1,2,2,2,5,1,1.526,1.36,4.218,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,31,27,1,1,-1,1,-1,1,1,1,5,1,1.277,1.467,4.185,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,32,22,1,-1,1,-1,1,1,1,1,5,1,1.205,1.305,4.166,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,33,17,1,-1,-1,-1,-1,1,1,1,5,1,1.183,2.172,3.789,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,34,4,-1,-1,-1,1,1,2,2,2,6,1,1.291,1.171,3.986,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,35,4,-1,-1,-1,1,1,2,2,2,6,1,1.993,1.172,4.091,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,36,6,-1,-1,1,-1,1,1,1,1,6,1,1.269,1.409,4.963,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,37,18,1,-1,-1,-1,1,1,1,1,6,1,1.026,1.023,3.651,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,38,7,-1,-1,1,1,-1,2,2,2,6,1,1.817,1.173,4.098,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,39,4,-1,-1,-1,1,1,2,2,2,6,1,1.152,1.047,4.359,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,40,20,1,-1,-1,1,1,2,2,2,6,1,1.033,1.199,4.026,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,41,17,1,-1,-1,-1,-1,1,1,1,6,1,0.901,1.107,3.64,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,42,9,-1,1,-1,-1,-1,2,2,2,6,1,1.866,0.989,3.368,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,43,4,-1,-1,-1,1,1,2,2,2,6,1,2.135,0.983,3.383,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,44,32,1,1,1,1,1,1,1,1,6,1,0.95,1.074,3.258,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,45,7,-1,-1,1,1,-1,2,2,2,6,1,1.304,0.978,3.414,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,46,5,-1,-1,1,-1,-1,1,1,1,6,1,1.025,1.077,3.299,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,47,19,1,-1,-1,1,-1,2,2,2,6,1,1.458,1.015,3.412,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,48,28,1,1,-1,1,1,1,1,1,6,1,0.993,0.876,3.203,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,49,7,-1,-1,1,1,-1,2,2,2,6,1,1.256,0.932,5.555,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,50,5,-1,-1,1,-1,-1,1,1,1,6,1,1.17,1.279,3.706,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,51,27,1,1,-1,1,-1,1,1,1,6,1,1.274,0.956,3.355,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,52,19,1,-1,-1,1,-1,2,2,2,6,1,1.059,0.965,3.705,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,53,27,1,1,-1,1,-1,1,1,1,6,1,1.043,1.257,3.689,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,54,16,-1,1,1,1,1,1,1,1,6,1,0.794,1.012,3.442,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,55,14,-1,1,1,-1,1,2,2,2,6,1,0.988,1.922,3.348,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,56,26,1,1,-1,-1,1,2,2,2,6,1,0.987,1.031,3.443,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,57,10,-1,1,-1,-1,1,2,2,2,6,1,1.115,1.022,3.125,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,58,31,1,1,1,1,-1,1,1,1,6,1,0.826,0.896,3.247,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,59,2,-1,-1,-1,-1,1,1,1,1,6,1,0.868,1.025,3.129,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,60,27,1,1,-1,1,-1,1,1,1,6,1,0.701,0.975,3.379,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
